Ranking,User,Model,Results,Mean Reward,Std Reward
10464,SD403,SD403/ppo-LunarLander-v2-Pytorch,-206.16,-145.34,60.82
10465,EchineF,EchineF/LunarLander-v2_PPO-from-scratch,-206.17999999999998,-144.89,61.29
10466,lukynstraksn,lukynstraksn/test,-206.23000000000002,-89.97,116.26
10467,mcburrlin,mcburrlin/ppo-LunarLander-v2,-206.26,-60.5,145.76
10468,feabries,feabries/LunarLander-v2,-206.35,-145.76,60.59
10469,stochastic,stochastic/ppo-LunarLander-v2,-206.39,-66.86,139.53
10470,jojubo,jojubo/dqn-LunarLander-v1,-206.42000000000002,-116.97,89.45
10471,radius27,radius27/ppo-LunarLander-v2,-206.48999999999998,-170.51,35.98
10472,GraceL,GraceL/ppo-LunarLander-v2,-206.64000000000001,-153.27,53.37
10473,lks02,lks02/ppo-LunarLander-v2.1,-206.92,-55.88,151.04
10474,uni-zhuan,uni-zhuan/ppo-CartPole-v1,-206.92000000000002,-122.48,84.44
10475,erin2010,erin2010/ppo-LunarLander-v2,-206.92000000000002,-183.24,23.68
10476,FabioDataGeek,FabioDataGeek/ppo-LunarLander-v2,-207.08,-132.77,74.31
10477,michalcisek5,michalcisek5/LunarLander-own-ppo,-207.32999999999998,-131.37,75.96
10478,dweeb,dweeb/hf-drl-unit1,-207.76,-60.39,147.37
10479,jamesm808,jamesm808/ppo-LunarLander-v2,-207.79999999999998,-154.64,53.16
10480,kjul,kjul/ppo-LunarLander-v2,-207.83,-166.9,40.93
10481,LMrilo,LMrilo/ppo-LunarLander-v2-unit8,-207.89,-138.6,69.29
10482,clinkz,clinkz/ppo-LunarLander-v2-test,-207.9,-116.04,91.86
10483,adrienJeg,adrienJeg/ppo-LunarLander-v2-unit8,-208.42000000000002,-135.88,72.54
10484,Abutz989,Abutz989/LunarLander-v2,-208.48000000000002,-118.97,89.51
10485,Kooooofe,Kooooofe/LunarModel,-208.54,-87.55,120.99
10486,gokuls,gokuls/LunarLander-v2,-208.98000000000002,-141.87,67.11
10487,mihofer,mihofer/ppo_reimplement_lunarlanderv2,-209.16,-127.1,82.06
10488,Haru4me,Haru4me/ppo-LunarLander-v2-unit-8,-209.25,-135.4,73.85
10489,AneeshSinha,AneeshSinha/ppo-lunar-lander-v3,-209.52,-141.71,67.81
10490,gokuuu,gokuuu/CartPole-v1-ppo,-209.67000000000002,-117.34,92.33
10491,octnn,octnn/ppo-LunarLander-v2-unit8,-209.7,-135.82,73.88
10492,toddwilson147,toddwilson147/LunarLander-v2-scratch-ppo,-209.92,-152.32,57.6
10493,MoeenTB,MoeenTB/ppo-LunarLander-v2_scratch_attempt5,-209.93,-121.01,88.92
10494,hpourmodheji,hpourmodheji/torch-ppo-LunarLander-v2,-210.01,-152.39,57.62
10495,ohytic6,ohytic6/LunarLander_v2_u8,-210.07999999999998,-145.14,64.94
10496,DmitryBeresnev,DmitryBeresnev/ppo-LunarLander-v2,-210.08,-162.83,47.25
10497,css919,css919/ppo-LunarLander-v2,-210.47,-123.99,86.48
10498,verderis,verderis/ppo-LunarLander-v2-exp0,-210.74,-156.96,53.78
10499,thenewcompany,thenewcompany/ppo-LunarLander-v2-u8,-210.75,-130.16,80.59
10500,seangogo,seangogo/ppo-CartPole-v1-ppo-from-scratch,-210.81,-121.12,89.69
10501,AngelUrq,AngelUrq/ppo-lunar-lander,-210.88,-128.0,82.88
10502,Yukino666,Yukino666/LunarLander-v2,-210.95,-157.73,53.22
10503,wangxuefeng,wangxuefeng/ppo-LunarLander-v2,-211.12,-175.45,35.67
10504,lzacchini,lzacchini/ppo-LunarLander-v2,-211.20999999999998,-127.0,84.21
10505,jamesthong,jamesthong/ppo-LunarLander-v2,-211.22,-150.37,60.85
10506,mike-krk,mike-krk/LunarLander-v2-PPO-u8,-211.9,-138.18,73.72
10507,jcnecio,jcnecio/ppo-LunarLander-v2-v2,-211.98,-154.39,57.59
10508,shapiron,shapiron/lession1-ppo-lander,-211.99,-166.57,45.42
10509,TaTo69,TaTo69/ppo-ll-v1,-212.25,-122.9,89.35
10510,jamesup,jamesup/custom-ppo-LunarLander-v2,-212.36,-123.59,88.77
10511,johnnyf,johnnyf/lunar2,-212.37,-148.73,63.64
10512,Rafaelfr87,Rafaelfr87/ppo-LunarLander-v2-CleanRL,-212.63,-130.11,82.52
10513,Periramm,Periramm/LunarLander-v2,-212.73000000000002,-146.75,65.98
10514,Nrutya,Nrutya/hf-rl,-212.85,-173.6,39.25
10515,kambehmw,kambehmw/PPO-LunarLander-v2,-213.05,-143.25,69.8
10516,TomTom42,TomTom42/custom-PPO-LunarLander-v2,-213.19,-151.59,61.6
10517,FroZenTtC,FroZenTtC/ppo-LunarLander-v2,-213.20000000000002,-179.18,34.02
10518,osanseviero,osanseviero/succky-2-ppo-LunarLander-v2,-213.29999999999998,-173.67,39.63
10519,Ganu3010,Ganu3010/ppo-LunarLander-v1,-213.45,-137.51,75.94
10520,Schwarzschild009,Schwarzschild009/hm-ppo-LunarLander-v2,-213.5,-144.72,68.78
10521,darthrevenge,darthrevenge/ppo-Costa-LunarLander-v2,-213.52999999999997,-138.79,74.74
10522,youph,youph/ppo-LunarLander-v2_trained_1e5_steps,-213.76000000000002,-162.11,51.65
10523,D0k-tor,D0k-tor/LunarLander-v2,-213.82,-148.81,65.01
10524,thuyentruong,thuyentruong/LunarLander-v2,-213.86,-140.0,73.86
10525,gabrielgcbs,gabrielgcbs/ppo-LunarLander-v2-2,-214.43,-99.11,115.32
10526,Mullerjo,Mullerjo/LunarLanderv2,-214.64999999999998,-132.42,82.23
10527,Winmodel,Winmodel/LunarLander-v2,-214.8,-145.05,69.75
10528,KVNAditya,KVNAditya/drl__u8__ll_v2,-214.93,-139.8,75.13
10529,RL-Course-2023-Archive,RL-Course-2023-Archive/ppo-LunarLander-ToMo2,-215.22,-167.81,47.41
10530,mattiaskro,mattiaskro/LunarLanderPPO,-215.33999999999997,-145.35,69.99
10531,email81227,email81227/ppo-LunarLander-v2-Unit8-part-I,-215.39,-126.32,89.07
10532,varevshatyan,varevshatyan/ppo-LunarLander,-215.41,-154.15,61.26
10533,Nnarruqt,Nnarruqt/ppo-lunLan,-215.52,-127.59,87.93
10534,roku02,roku02/lunar_landing_repo,-215.76999999999998,-130.42,85.35
10535,Neomedallion,Neomedallion/PPO,-215.89999999999998,-140.26,75.64
10536,brunoboat,brunoboat/ppo-LunarLander-8,-215.99,-145.84,70.15
10537,Dotunnorth,Dotunnorth/ppo-LunarLander-v2,-216.19,-140.1,76.09
10538,culteejen,culteejen/dqn-LunarLander-v2-gamma-0.93-C-10000,-216.48000000000002,-113.04,103.44
10539,dineshresearch,dineshresearch/ppo-LunarLander-v3,-216.49,-121.76,94.73
10540,DoggoOP,DoggoOP/Lunar_lander,-216.91,-184.98,31.93
10541,TheRealMG,TheRealMG/ppo-optimized-LunarLander-v2,-216.94,5.15,222.09
10542,svetaU,svetaU/ppo-LunarLander-v2,-217.1,-140.57,76.53
10543,xiazeng,xiazeng/ppo-CartPole-v1,-217.12,-126.85,90.27
10544,Amiko,Amiko/ppo-CartPole-v1,-217.39,-148.89,68.5
10545,jrnold,jrnold/ppo-LunarLander-v2,-217.45999999999998,-131.98,85.48
10546,samilcoban,samilcoban/ppo-CartPole-v1_v1,-217.59,-150.93,66.66
10547,pelemanov,pelemanov/dqn-LunarLander-v2,-217.66,-169.23,48.43
10548,caiAtSNU,caiAtSNU/ppo-from-scratch-LunarLander-v2,-217.68,-126.67,91.01
10549,kieranbm,kieranbm/ppo-LunarLander-v2,-217.73000000000002,-136.99,80.74
10550,VAZaytsev,VAZaytsev/ppo_LL,-217.76,-147.24,70.52
10551,hectorjelly,hectorjelly/LunarLander-v2,-217.82,-132.72,85.1
10552,LunaMeme,LunaMeme/LunarLander-PPO-v2,-217.83999999999997,-129.45,88.39
10553,butchland,butchland/unit8-LunarLander-v2,-217.9,-138.81,79.09
10554,reachrkr,reachrkr/ppo-LunarLander-v2,-218.13,-139.57,78.56
10555,mchen-hf-2023,mchen-hf-2023/ppo-CartPole-v1,-218.27999999999997,-146.48,71.8
10556,hqhz1817,hqhz1817/ppo_unit8,-218.42000000000002,-132.5,85.92
10557,eruykhaver15,eruykhaver15/ppo-LunarLander-v2,-218.76999999999998,-156.17,62.6
10558,minindu-liya99,minindu-liya99/LunarLander-v2,-219.20000000000002,-135.08,84.12
10559,Soorya1998,Soorya1998/ppo-CartPole-v3,-219.25,-164.85,54.4
10560,hangjoni,hangjoni/rl,-219.37,-197.05,22.32
10561,SRobbins,SRobbins/LunarLander-v2,-219.39999999999998,-138.16,81.24
10562,usix79,usix79/ppo-CartPole-v1,-219.43,-132.28,87.15
10563,akter-sust,akter-sust/ppo-CartPole-v1,-219.66,-164.5,55.16
10564,ThoDum,ThoDum/ppo-LunarLander-v2-2.0,-220.0,-142.39,77.61
10565,Britishfool,Britishfool/ppo-LunarLander-v2,-220.11,-174.49,45.62
10566,EliottD,EliottD/ppo-LunarLander-v210,-220.28,-131.71,88.57
10567,Bigmoumou,Bigmoumou/ppo-LunarLander-v2,-220.43,-171.83,48.6
10568,InMDev,InMDev/PPO-LunarLanding,-220.47,-136.22,84.25
10569,arminmrm93,arminmrm93/ppo-CartPole-v1,-220.82999999999998,-147.57,73.26
10570,shawnmci,shawnmci/ppo-LunarLander-v2,-220.92000000000002,-139.36,81.56
10571,Astromium,Astromium/ppo-CartPole-v1-scratch,-221.26,-149.0,72.26
10572,adutchscotsman,adutchscotsman/ppo-LunarLander-custom,-221.51,-124.75,96.76
10573,VicBeltran,VicBeltran/ppo-LunarLander-Scratch,-221.6,-161.0,60.6
10574,Aitor,Aitor/ppo_scratch_LunarLander-v2,-221.6,-131.94,89.66
10575,michael-kingston,michael-kingston/ppo-LunarLander-v2-1,-221.61,-162.97,58.64
10576,indigorange,indigorange/LunarLander-v4,-221.63,-135.18,86.45
10577,basakderyakilic,basakderyakilic/denemeunit1,-221.78,-88.94,132.84
10578,zap-thamm,zap-thamm/PPO-LunarLander-v2-v3,-221.99,-192.82,29.17
10579,SloppyScientist,SloppyScientist/ppo-LunarLander-v2,-222.01999999999998,-156.91,65.11
10580,Brumocas,Brumocas/LunarLander-v2,-222.19,-167.37,54.82
10581,brayps,brayps/ppo-LunarLander-v2,-222.23000000000002,-104.55,117.68
10582,rootacess,rootacess/ppo-LunarLander-v2,-222.26,-158.03,64.23
10583,splusminusx,splusminusx/LunarLander-v2-unit-8,-222.38,-143.67,78.71
10584,bmdyrdal,bmdyrdal/ppo-lunarlander,-222.44,-151.42,71.02
10585,DhruvAwasthi,DhruvAwasthi/ppoFromScratcg-CartPole-v1,-222.5,-153.99,68.51
10586,NikosKokkini,NikosKokkini/LunaLander-v2,-222.61,-140.28,82.33
10587,zzen0008,zzen0008/ppo-LunatLander-v2,-222.72,-145.13,77.59
10588,CoreyMorris,CoreyMorris/PPO-LunarLandar-v2-clearRL,-222.85000000000002,-131.06,91.79
10589,Tonqi,Tonqi/LunarLanderPPO,-222.98,-166.91,56.07
10590,ulasfiliz954,ulasfiliz954/ppo-LunarLander-v1,-222.99,-153.34,69.65
10591,S3S3,S3S3/ppo-LunarLander-v2,-223.10000000000002,-152.49,70.61
10592,jroblesgomez,jroblesgomez/ppo-LunarLander-v2-8,-223.25,-157.5,65.75
10593,mojemai,mojemai/ppo-LunarLander-v2,-223.3,-143.41,79.89
10594,SamuelReyes,SamuelReyes/LunarLander,-223.47,-141.04,82.43
10595,kar-saaragh,kar-saaragh/ppo-cml-LunarLander,-223.51,-145.4,78.11
10596,salim4n,salim4n/LunarLander-v2,-223.65,-164.83,58.82
10597,coke0zero,coke0zero/ppo-LunarLander-v2-2,-223.78,-143.37,80.41
10598,JeanMaridor,JeanMaridor/ppo-LunarLander-v2,-223.8,-196.28,27.52
10599,SyntaxTheRed,SyntaxTheRed/PPO_lunarlander,-223.92000000000002,-120.48,103.44
10600,cjp,cjp/ppo-LunarLander-v2,-224.01999999999998,-140.0,84.02
10601,bubuxiong,bubuxiong/LunarLander-v2-scratch-ppo,-224.15,-140.06,84.09
10602,Walid-Rovo,Walid-Rovo/ppo-LunarLander-v2,-224.20999999999998,-162.67,61.54
10603,Vivek-huggingface,Vivek-huggingface/ppo_from_scratch,-224.28,-126.31,97.97
10604,happycoding,happycoding/ClearnRLppo,-224.31,-124.59,99.72
10605,Alex48,Alex48/LunarLander-v2,-224.68,-143.37,81.31
10606,sohm,sohm/ppo-LunarLander-v2-Lunar200Kv3,-224.76000000000002,-180.77,43.99
10607,RegisGraptin,RegisGraptin/CarLander-v2,-224.99,-109.82,115.17
10608,labicquette,labicquette/ppo-2-LunarLander-v2,-225.05,-152.51,72.54
10609,brresnic,brresnic/ppo-LunarLander-v2,-225.06,-150.86,74.2
10610,osanseviero,osanseviero/sucky-LunarLander-v2,-225.41,-134.29,91.12
10611,Pengcheng-Wang,Pengcheng-Wang/ppo-LunarLander-v3,-225.44,-137.05,88.39
10612,alessiodm,alessiodm/ppo-LunarLander-v2-custom,-225.68,-156.24,69.44
10613,k1101jh,k1101jh/ppo-LunarLander-v2-unit8,-225.74,-141.31,84.43
10614,ByteExplorer,ByteExplorer/ppo-CartPole-v1,-225.9,-172.61,53.29
10615,jobeid1,jobeid1/ppo-LunarLander,-225.98000000000002,-130.74,95.24
10616,nafizshahriar,nafizshahriar/LunarLanderV2,-226.06,-154.48,71.58
10617,EliottD,EliottD/ppo-LunarLander-v21,-226.32,-128.95,97.37
10618,bastienm,bastienm/ppo-LunarLander-v2,-226.32999999999998,-141.85,84.48
10619,undrwolf,undrwolf/custom-PPO-Lunarlander,-226.43,-141.82,84.61
10620,bpugnaire,bpugnaire/ppo-LunarLander,-226.44,-146.61,79.83
10621,paulinho123,paulinho123/PPO-LunarLander-v2-1,-226.64999999999998,-137.23,89.42
10622,Kevin961312,Kevin961312/LunarLander,-226.82999999999998,-104.91,121.92
10623,parsasam,parsasam/PPO-LunarLander-v2-unit8,-226.94,-142.83,84.11
10624,dbaibak,dbaibak/LunarLander-PPO-My,-226.94,-142.83,84.11
10625,lotek93,lotek93/ppo-LunarLander-v2,-227.04,-159.88,67.16
10626,RajMoodley,RajMoodley/ppo-LundarLander-v2unit8,-227.12,-164.93,62.19
10627,glitchyordis,glitchyordis/LunarLanderhf-v2,-227.20999999999998,-138.38,88.83
10628,morganjeffries,morganjeffries/ppo-LunarLander-v2,-227.24,-166.88,60.36
10629,ms429,ms429/ppo-LunarLander-v2,-227.33999999999997,-178.39,48.95
10630,DJDonovan,DJDonovan/ppo-LunarLander-v2-unit8,-227.39000000000001,-168.83,58.56
10631,VinayHajare,VinayHajare/ppo-LunarLander-v2-from-scratch,-227.42000000000002,-148.56,78.86
10632,Manaro,Manaro/PPO-LunarLanderv2,-227.46,-150.02,77.44
10633,socks22,socks22/ppo-lunarlandar-my-own,-227.6,-167.0,60.6
10634,cmcfate,cmcfate/ppo-LunarLander-v2,-227.61,-162.21,65.4
10635,cthiriet,cthiriet/ppo2-LunarLander-v2,-227.62,-146.89,80.73
10636,0xid,0xid/ppo-LunarLander-v2,-227.87,-147.07,80.8
10637,Flooow,Flooow/ppo-LunarLander-v2-unit8,-227.9,-123.03,104.87
10638,JuneV,JuneV/ppo-CartPole_unit8_1_RL_Course,-227.94,-163.59,64.35
10639,crispisu,crispisu/LunarLanderv2_Unit8_1,-228.17,-137.82,90.35
10640,JessicaHsu,JessicaHsu/ppo-CartPole-v1,-228.22,-138.56,89.66
10641,rajveer43,rajveer43/LunarLander-v2_81,-228.51,-146.21,82.3
10642,joosma,joosma/ppo-v3,-228.73000000000002,-151.06,77.67
10643,basil-ahmad,basil-ahmad/LunarLander-v2,-229.05,-127.05,102.0
10644,chaouch,chaouch/LunarLander,-229.18,-149.79,79.39
10645,Morelito,Morelito/ppo-LunarLander-v2,-229.23999999999998,-186.95,42.29
10646,israel-avihail,israel-avihail/Bereshit-PPO-LunarLander-v2,-229.32,-158.14,71.18
10647,N0de,N0de/ppo-LunarLander-v2_1,-229.36,-134.44,94.92
10648,ThomasSimonini,ThomasSimonini/ppo-LunarLander-v2TESTL,-229.46999999999997,-167.42,62.05
10649,NithirojTripatarasit,NithirojTripatarasit/ppo-LunarLander-v2,-229.56,-131.97,97.59
10650,daniilxcode,daniilxcode/ppoScratch-LunarLander-v2,-229.85000000000002,-154.81,75.04
10651,Convolution,Convolution/ppo_unit8,-229.91,-167.85,62.06
10652,srivatsankp,srivatsankp/ppo-LunarLander-v2,-230.10999999999999,-154.98,75.13
10653,echrisantus,echrisantus/ppo-LunarLander-v2,-230.17000000000002,-172.09,58.08
10654,ibadrehman,ibadrehman/lunarlander-v2-10k,-230.21,-169.78,60.43
10655,Falguni,Falguni/LunarLander-v2,-230.43,-143.19,87.24
10656,Ovi14,Ovi14/DQN-LunarLander-v2,-230.51000000000002,-177.99,52.52
10657,guydebruyn,guydebruyn/ppo-CartPole-v2,-230.58,-165.83,64.75
10658,Ivan0831,Ivan0831/DRL,-230.62,-148.9,81.72
10659,MasKong,MasKong/ppo-LunarLander-v2,-230.81,-183.02,47.79
10660,AmrSheta,AmrSheta/ppo-LunarLander-v2,-230.85,-154.48,76.37
10661,df1000,df1000/ppo-LunarLander-v2,-231.02,-169.5,61.52
10662,jpopham91,jpopham91/cleanRL-ppo-LunarLander-v2,-231.06,-152.97,78.09
10663,kreepy,kreepy/dqn-LunarLander-v2-hypertuning-v01,-231.10999999999999,-95.66,135.45
10664,dussinus,dussinus/ppo-cleanrl-Lunar,-231.24,-158.33,72.91
10665,sekinat,sekinat/LunarLander-v2_wanb_1e-05,-231.26,-165.96,65.3
10666,phoenixaiden33,phoenixaiden33/lunar_lander_model-v2,-231.5,-180.79,50.71
10667,Laide,Laide/ppo-LunarLander-unit8,-231.53,-178.05,53.48
10668,XavierScor,XavierScor/ppo-scratch-LunarLander-v2,-231.62,-155.25,76.37
10669,qbbian,qbbian/ppo-CartPole-ppo,-231.75,-157.61,74.14
10670,ZhaoxiZheng,ZhaoxiZheng/ppo-LunarLander-v2-unit8-part1,-231.79,-168.19,63.6
10671,YojitShinde,YojitShinde/PPO-LunarLander-v2,-231.8,-143.12,88.68
10672,tt1717,tt1717/ppo-LunarLander-v2-scratch,-231.9,-153.09,78.81
10673,Leonhard17,Leonhard17/ppo-LunarLander-v2,-232.26,-159.89,72.37
10674,MoeenTB,MoeenTB/ppo-LunarLander-v2_scratch,-232.31,-152.21,80.1
10675,HemantM,HemantM/learnings,-232.38,-194.73,37.65
10676,satcos,satcos/LunarLander-v2.1,-232.4,-144.87,87.53
10677,Destiny0621,Destiny0621/ppo-LunarLander-v2,-232.64,-152.63,80.01
10678,Malaika,Malaika/ppo-unit8-LunarLander-v2-test3,-232.65,-142.25,90.4
10679,abarekatain,abarekatain/LunarLander-v2,-233.04,-150.26,82.78
10680,chandc,chandc/ppo-CartPole-v5,-233.23,-156.23,77.0
10681,Kuioma,Kuioma/ppo-lunarlander,-233.37,-179.86,53.51
10682,asubiabre,asubiabre/Lunar-Lander-PPO,-233.47000000000003,-161.08,72.39
10683,neaven77,neaven77/ppo-LunarLander-v2.1,-233.5,-151.28,82.22
10684,dhinman,dhinman/ppo-LunarLander-v3,-233.94,-141.88,92.06
10685,OlgaVityuk,OlgaVityuk/ppo,-233.96,-140.74,93.22
10686,DrishtiSharma,DrishtiSharma/LunarLander-v2-CleanRL,-233.98,-155.35,78.63
10687,aashay96,aashay96/ppo-LunarLander-v2,-234.08,-172.12,61.96
10688,alg0ld,alg0ld/ppo-LunarLander-v2,-234.24,-168.97,65.27
10689,ammr,ammr/ppo-LunarLander-v2,-234.25,-155.26,78.99
10690,Mykolyt,Mykolyt/ppo-CartPole-v1,-234.29000000000002,-149.09,85.2
10691,vumichien,vumichien/dqn-LunarLander-v2,-234.35,-187.87,46.48
10692,kenzo4433,kenzo4433/ppo-LunarLander-v2,-234.59,-158.24,76.35
10693,caioiglesias,caioiglesias/ppo-LunarLander-v2,-234.63,-163.76,70.87
10694,benjipeng,benjipeng/ppo-LunarLander-v2,-234.63,-163.76,70.87
10695,vieveks,vieveks/ppo-LunarLander-v2,-234.65999999999997,-168.42,66.24
10696,Musha-the-Yusha,Musha-the-Yusha/ppo-LunarLander-v1,-234.67000000000002,-167.18,67.49
10697,Stoub,Stoub/ppo2-LunarLander-v2,-234.71,-132.36,102.35
10698,samwell,samwell/ppo-CartPole-v1,-234.72000000000003,-146.99,87.73
10699,itsdhanoob,itsdhanoob/cleanRlPPO-lunar_lander,-234.79999999999998,-164.42,70.38
10700,LoicSteve,LoicSteve/new-ppo-LunarLander-V2,-234.85,-157.1,77.75
10701,HanliChu,HanliChu/LunarLander-v2,-234.96,-174.3,60.66
10702,Yareenn,Yareenn/LunarLander-v2,-235.08999999999997,-177.45,57.64
10703,Yelinz,Yelinz/ppo-ict-scouts-moon-landung,-235.26,-164.93,70.33
10704,AkaRed13,AkaRed13/ppo-LunarLander-v1,-235.26999999999998,-163.56,71.71
10705,Farseer-W,Farseer-W/LunarLanderv2_2,-235.29000000000002,-130.28,105.01
10706,Hawk91,Hawk91/ppo-cartpole,-235.41000000000003,-150.21,85.2
10707,giggling-squid,giggling-squid/U8_P1_ppo-CartPole-v1,-235.44,-167.13,68.31
10708,Metacarpal,Metacarpal/ppo-LunarLander-v2-100k,-235.54,-179.45,56.09
10709,Oslaw,Oslaw/LunarLander-v2,-235.67000000000002,-154.36,81.31
10710,MoeenTB,MoeenTB/ppo-LunarLander-v2_scratch_attempt15,-235.79000000000002,-158.68,77.11
10711,RegisGraptin,RegisGraptin/ppo-CartPole-v1,-235.8,-156.09,79.71
10712,joosma,joosma/ppo-v2,-236.07999999999998,-170.62,65.46
10713,saaduddin,saaduddin/ppo-LunarLander-v2,-236.14999999999998,-164.95,71.2
10714,matthh,matthh/ppo-LunarLander-v2_2,-236.35999999999999,-169.2,67.16
10715,nomad-ai,nomad-ai/ppo-LunarLander-v2-2,-236.48,-154.13,82.35
10716,Retrial9842,Retrial9842/ppo-cleanrl-LunarLander-v2,-236.59,-139.4,97.19
10717,arhamk,arhamk/ppo-LunarLander-v2-2,-236.70999999999998,-144.04,92.67
10718,pdx97,pdx97/Lunarlander-v2,-236.93,-162.79,74.14
10719,husseinmo,husseinmo/LunarLander-v2-PPO,-237.10000000000002,-147.27,89.83
10720,JulianZas,JulianZas/ppo-LunarLander-v2,-237.32999999999998,-157.29,80.04
10721,JoyboyXoXo,JoyboyXoXo/ppo-lunarlander-v3,-237.41,-178.93,58.48
10722,sohm,sohm/LunarLander-v2-PPO-100K,-237.45999999999998,-137.38,100.08
10723,efainman,efainman/ppo-CartPole-v1,-237.45999999999998,-165.04,72.42
10724,dhorbach,dhorbach/hfc_ppo-LunarLander-v2,-237.51,-176.29,61.22
10725,ThePianist,ThePianist/u8-ppo-LunarLander-v2,-237.85,-136.79,101.06
10726,jgalego,jgalego/ppo-LunarLander-v2,-238.14,-144.13,94.01
10727,tvnguyen,tvnguyen/ppo-LunarLander-v2-b,-238.15,-155.46,82.69
10728,yingzhi,yingzhi/LunarLander-v2,-238.18,-155.19,82.99
10729,xianbin,xianbin/ppo-LunarLander-v2-2,-238.23000000000002,-165.0,73.23
10730,moghis,moghis/LunarLander-v2-scratch,-238.23000000000002,-144.28,93.95
10731,elemosynov,elemosynov/Unit8Part1,-238.28,-143.75,94.53
10732,carlosaguayo,carlosaguayo/ppo-LunarLander-v2-000,-238.31,-133.78,104.53
10733,varunsappa,varunsappa/lunar_lander_v2,-238.34,-168.25,70.09
10734,YisusLn,YisusLn/ppo-unit8-LunarLancer-v2,-238.47,-165.84,72.63
10735,Senura,Senura/PPO,-238.76,-149.14,89.62
10736,Honza,Honza/ppo-LunarLander-v2,-238.8,-132.58,106.22
10737,ameyachitnis,ameyachitnis/ppo-LunarLander-v2,-238.82,-156.79,82.03
10738,snicolau,snicolau/LunarLander-v2-u8,-238.89999999999998,-158.89,80.01
10739,gmojko,gmojko/ppo-fs-LunarLander-v2,-238.99,-152.28,86.71
10740,sd99,sd99/ppo-LunarLander-v2-unit8,-239.16,-139.25,99.91
10741,Kooooofe,Kooooofe/LandingLunar,-239.16,-43.18,195.98
10742,frogfrog,frogfrog/ppo-LunarLander-v2,-239.28000000000003,-177.86,61.42
10743,agcagc,agcagc/ppo-LunarLander-v2-clear,-239.72,-145.06,94.66
10744,q-xZzz,q-xZzz/ppo-LunarLander,-239.94,-146.79,93.15
10745,Bandika,Bandika/PPoGradientLunarlander-v2,-239.94,-150.92,89.02
10746,anacg,anacg/ppo-LunarLander-v2,-240.04000000000002,-142.05,97.99
10747,sulimovp,sulimovp/TEST2ppo-LunarLander-v2,-240.11,-168.47,71.64
10748,shahafw,shahafw/ppo-CartPole-v1,-240.17000000000002,-160.58,79.59
10749,Sadiq9014,Sadiq9014/q-FrozenLake-v1-4x4-noSlippery,-240.24,-74.66,165.58
10750,carolinainmymind,carolinainmymind/Lunar_Lander_8,-240.25,-168.93,71.32
10751,hythyt,hythyt/LunarLander-v2,-240.32,-139.3,101.02
10752,fetiska,fetiska/mooner,-240.36,-126.84,113.52
10753,csshali,csshali/ppo-LunarLander-v2,-240.4,-166.33,74.07
10754,Liapunov,Liapunov/ppo-scratch-LunarLander-v2,-240.57,-155.43,85.14
10755,neopolita,neopolita/LunarLander-v2,-240.74,-186.54,54.2
10756,kieranbm,kieranbm/ppo-CartPole-v1,-240.92000000000002,-165.61,75.31
10757,lorenzreyes,lorenzreyes/ppo-LunarLander-v2,-241.31,-135.53,105.78
10758,shivinv01,shivinv01/ppo-LunarLander-v2,-241.32,-157.97,83.35
10759,yangwj2011,yangwj2011/ppo-LunarLander-v2-unit8,-241.42000000000002,-145.61,95.81
10760,RoninIA,RoninIA/PPO-LunarLander-v2-ronin,-241.57,-203.77,37.8
10761,pnm,pnm/LunarLander-V2,-242.08999999999997,-160.38,81.71
10762,Vagnus,Vagnus/ppo-CartPole-v1,-242.23,-134.63,107.6
10763,Eswann,Eswann/ppo-CartPole-v1,-242.34000000000003,-146.86,95.48
10764,pacexy,pacexy/ppo-LunarLander-v2,-242.35000000000002,-204.21,38.14
10765,zyoscovits,zyoscovits/cleanRL-ppo-LunarLander-v2,-242.4,-161.31,81.09
10766,BabaYaga048,BabaYaga048/ppo-1,-242.45,-155.85,86.6
10767,Enru,Enru/ppo_LunarLanderV2,-242.62,-160.05,82.57
10768,EdenYav,EdenYav/ppo-LunarLander-v2,-242.7,-166.85,75.85
10769,hpourmodheji,hpourmodheji/ppo-LunarLander-v2,-242.73000000000002,-151.61,91.12
10770,JiriG,JiriG/ppo_LunarLander_v2,-242.83,-134.43,108.4
10771,SeDm,SeDm/ppo-LunarLander-v2-gamma03,-242.86,-88.68,154.18
10772,cmpatino,cmpatino/LunarLander-PPO-Scratch,-243.06,-151.49,91.57
10773,gruhit-patel,gruhit-patel/PPO-LunarLandar-v2,-243.26,-160.03,83.23
10774,sun-s,sun-s/ppo-CartPole-v1,-243.29000000000002,-149.31,93.98
10775,drbeane,drbeane/ll_ppo_01,-243.31,-141.57,101.74
10776,MHaurel,MHaurel/ppo-LunarLander-v2,-243.56,-170.55,73.01
10777,dhmeltzer,dhmeltzer/ppo-Lunar-Lander-2,-243.57,-157.69,85.88
10778,Qilex,Qilex/ppo-v2,-243.75,-140.99,102.76
10779,Lingrui1,Lingrui1/unit8,-243.85,-143.85,100.0
10780,cys,cys/ppo-CartPole-v1,-243.89,-142.34,101.55
10781,helpingstar,helpingstar/ppo-CartPole-v2,-243.99,-175.44,68.55
10782,paudelapil,paudelapil/LunarLander_CleanRL-v2,-244.09,-182.4,61.69
10783,pabloyesteb,pabloyesteb/ppo-Cleanrl-LunarLander-v2,-244.24,-163.37,80.87
